_id,PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,WORK,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,GEO_ID,WARD_GRID,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,CURRENT_USE,PROPOSED_USE,DWELLING_UNITS_CREATED,DWELLING_UNITS_LOST,EST_CONST_COST,ASSEMBLY,INSTITUTIONAL,RESIDENTIAL,BUSINESS_AND_PERSONAL_SERVICES,MERCANTILE,INDUSTRIAL,INTERIOR_ALTERATIONS,DEMOLITION,BUILDER_NAME
212516,16 194816 PLB,00,Plumbing(PS),Office,Building Permit Related(PS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2016-07-21,2016-08-16,,Permit Issued,"Plumbing  - Proposal for interior alterations to level 300 - ""Founder's Office Area"" in existing stadium - Rogers Centre.",Office,Office,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
213312,15 253563 HVA,01,Mechanical(MS),Restaurant Greater Than 30 Seats,Building Permit Related(MS),85,FRONT,ST,E,M5E,8344815,S1339,2016-04-22,2016-05-17,,Revision Issued,"REV - 01 to the HVAC - layout only,   ",Restaurant,Restaurant,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
213515,17 109865 PSA,00,Plumbing(PS),Stadium,Piping: Other Buildings,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2017-01-27,2017-03-02,,Permit Issued,Removal and replacement of existing drain bodies and piping within PHASE 2 limit of construction area.   New permit in conjunction with phase 1 - 16 252422,Stadium,Stadium,,,"150,000",0,0,0,0,0,0,0,0,
214036,14 170352 BLD,00,Building Additions/Alterations,Multiple Use/Non Residential,Other(BA),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2014-06-09,2014-06-23,,Permit Issued,"Proposal for 2 new permanent decks (1 - east fountain and 1 - west fountain) adjacent to the ""Rogers Centre"". Located at open plaza at 65 Navy Wharf Crt. Existing fountains to be de-commissioned. This lot is adjacent (west) of 1 Blue Jays Way (Rogers Centre).",Vacant,Decks,0,0,20000.00,0,0,0,0,0,0,0,0,
220062,09 101919 PLB,00,Plumbing(PS),Retail Store,Building Permit Related(PS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2009-01-12,2009-06-09,,Permit Issued,Plumbing  - Interior alterations to existing retail space - Rogers Plus Store,Retail,Same,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
221526,25 124561 HVA,00,Mechanical(MS),Arena,Building Permit Related(MS),40,BAY,ST, ,M5J,7929257,S1037,2025-03-04,2025-05-01,,Inspection,"HVAC - Proposal for ScotiaBank Arena -  renovation to L200 ice plant, lobbies and lounge; L300 Upper Concourse incl. circulation, restrooms, concessions, retail spaces; L400 and L500 suites; extension of Atrium Elevators to L500 and L600 levels incl. new connections.",Arena,Arena,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
221760,14 171288 BLD,00,Building Additions/Alterations,Arena,Interior Alterations,40,BAY,ST, ,M5J,7929257,S1037,2014-06-10,2014-06-16,,Inspection,"Proposal for interior alterations to suites located on the 6th floor - ""600 Loge"" in the Air Canada Centre.",Arena,Arena,0,0,400000.00,0,0,0,0,0,0,240,0,
223424,21 194509 BLD,00,Building Additions/Alterations,Multiple Unit Building,Re-Roofing/Re-Cladding,372,BAY,ST, ,M5H,7929474,S1031,2021-08-06,2021-09-24,,Inspection,"Proposal for masonry (brickwork, tuckpointing) repair to architectural panels. ",Commercial,Commercial,,,1000000,0,0,0,0,0,0,0,0,
223954,06 115299 HVA,00,Mechanical(MS),Stadium,Building Permit Related(MS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2006-03-07,2006-03-09,,Permit Issued,"HVAC - Renovation to level 400, suite #476-485.  Rogers Centre. - Interior Alterations",Stadium,Stadium,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
225076,23 141360 BLD,00,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2023-05-04,2023-06-16,,Permit Issued,"Phase 2 - Rogers centre lower Bowl Renovation Project, Phase 2. This application is for the demolition scope of work only.",Stadium,Stadium,0,0,4500000,0,0,0,0,0,0,26940,0,
225212,19 117577 BLD,00,Building Additions/Alterations,Arena,Interior Alterations,40,BAY,ST, ,M5J,7929257,S1037,2019-02-21,2019-03-07,,Inspection,Proposed interior alterations to edit suite on level 600,Arena,Same,0,0,12000,0,0,0,0,0,0,33,0,
227347,22 232350 BLD,00,Building Additions/Alterations,Arena,Interior Alterations,40,BAY,ST, ,M5J,7929257,S1037,2022-11-23,2022-12-29,,Permit Issued,Proposal for interior alterations for the renovation of a new entrance area into the existing Hot Stove Lounge on Level 200 of the Scotiabank Arena.  This existing lounge is adjacent to a lobby area (Galleria Mezzanine).,Sports Place Of Assembly,Sports Place Of Assembly,0,0,"250,000",0,0,0,0,0,0,19.23,0,
