lat,lng,severity,year
43.666285,-79.378347,2,2021
43.656163,-79.370123,2,2021
43.639022,-79.415917,2,2021
43.650407,-79.37847,2,2021
43.628398,-79.360648,2,2021
43.66872,-79.394141,2,2021
43.672466,-79.375893,2,2021
43.670198,-79.360152,2,2021
43.646299,-79.350233,2,2021
43.648869,-79.385556,2,2021
43.667295,-79.373778,2,2021
43.661564,-79.386099,2,2021
43.686312,-79.403152,2,2021
43.66277,-79.427255,2,2021
43.656163,-79.370123,2,2021
43.665585,-79.416592,2,2021
43.655909,-79.380087,2,2021
43.658821,-79.413969,2,2021
43.688083,-79.394142,2,2021
43.664607,-79.424155,2,2021
43.666285,-79.378347,2,2021
43.642913,-79.381476,2,2021
43.663904,-79.384158,2,2021
43.682928,-79.419545,2,2021
43.654316,-79.396566,2,2021
43.649825,-79.418288,2,2021
43.651379,-79.406997,2,2021
43.632681,-79.422171,2,2021
